"","BusinessTravel","Department","State","MaritalStatus","Attrition","OverTime","EducationField_Grouped","Ethnicity_Grouped","Gender_Grouped","JobRole_Grouped","Education","StockOptionLevel","EnvironmentSatisfaction","JobSatisfaction","RelationshipSatisfaction","WorkLifeBalance","ManagerRating","Age","DistanceFromHome..KM.","Salary","YearsSinceLastPromotion","TrainingOpportunitiesWithinYear","TrainingOpportunitiesTaken"
"201","Some Travel","Sales","CA","Married","No","No","Business","Mixed/Other","Male","Sales","2","1","4","4","3","4","5",24,13,64852,5,2,0
"202","Some Travel","Sales","CA","Single","Yes","Yes","Business","Asian","Female","Sales","2","0","3","3","4","2","3",26,2,149390,1,3,1
"203","Some Travel","Technology","CA","Divorced","No","No","Business","Mixed/Other","Other","AI/ML","3","2","3","5","2","2","2",25,4,39456,5,1,0
"204","Some Travel","Technology","NY","Divorced","Yes","Yes","STEM","Black","Male","AI/ML","4","1","3","4","5","4","2",26,3,28952,0,3,2
"205","Some Travel","Technology","IL","Single","No","Yes","STEM","Black","Male","AI/ML","3","0","2","3","4","1","5",24,36,93015,2,3,1
"206","Some Travel","Sales","CA","Single","No","No","Business","Mixed/Other","Male","Sales","3","0","4","4","4","3","3",24,16,116132,4,2,0
"207","Some Travel","Technology","NY","Single","No","Yes","STEM","Mixed/Other","Female","AI/ML","5","0","5","4","4","5","5",47,5,133616,9,3,0
"208","No Travel ","Technology","CA","Single","No","No","Business","Asian","Female","AI/ML","2","0","4","1","3","4","4",27,34,30783,7,2,0
"209","No Travel ","Technology","NY","Married","No","No","STEM","White","Male","Management","1","2","3","2","2","2","3",24,19,115110,3,3,0
"210","Some Travel","Technology","CA","Married","Yes","No","STEM","White","Female","Software Engineer","3","1","4","1","2","1","3",30,32,158656,1,2,0
"211","Frequent Traveller","Sales","CA","Married","No","No","Business","Black","Female","Sales","2","1","3","4","2","3","4",35,43,46112,7,3,0
"212","Some Travel","Technology","CA","Divorced","No","No","STEM","Black","Other","Management","5","1","4","4","5","3","5",41,11,372980,2,3,1
"213","Frequent Traveller","Technology","CA","Single","No","No","STEM","White","Female","AI/ML","4","0","4","4","4","2","3",38,2,58828,8,1,0
"214","Some Travel","Technology","NY","Single","Yes","No","STEM","White","Female","AI/ML","4","0","3","4","2","5","4",24,13,30117,1,1,1
"215","Some Travel","Sales","NY","Divorced","No","Yes","Business","White","Male","Sales","1","1","4","2","4","2","4",29,39,183768,3,2,1
"216","Some Travel","Sales","IL","Married","No","No","Business","White","Male","Sales","4","1","4","4","2","2","3",45,19,47326,10,1,2
"217","Some Travel","Sales","CA","Divorced","No","Yes","Business","White","Female","Sales","3","1","3","5","5","5","3",23,35,45518,3,3,3
"218","Some Travel","Technology","NY","Married","No","No","STEM","Mixed/Other","Male","Software Engineer","3","0","4","5","3","3","3",25,17,44082,3,3,1
"219","Frequent Traveller","Technology","CA","Single","No","Yes","STEM","White","Other","AI/ML","4","0","5","3","4","2","4",45,17,123619,9,3,1
"220","Frequent Traveller","Sales","CA","Single","No","No","Business","Asian","Male","Sales","4","0","3","5","4","3","4",23,26,68046,4,1,0
"221","Frequent Traveller","Technology","NY","Single","No","Yes","STEM","Mixed/Other","Female","Management","5","0","3","2","3","3","3",35,38,310285,4,1,1
"222","Some Travel","Technology","IL","Single","No","No","STEM","White","Male","Software Engineer","1","0","5","3","5","2","4",48,44,103198,9,1,0
"223","Some Travel","Technology","CA","Married","No","Yes","STEM","Mixed/Other","Other","Software Engineer","2","0","5","4","2","2","3",35,19,187372,1,2,1
"224","Some Travel","Technology","CA","Single","No","No","Business","White","Male","AI/ML","2","0","2","2","1","4","4",30,45,262409,9,2,1
"225","Some Travel","Technology","NY","Single","Yes","No","Business","Asian","Other","Software Engineer","3","0","5","3","5","2","3",23,7,28753,1,1,0
"226","Frequent Traveller","Sales","CA","Married","No","No","Business","White","Female","Sales","3","1","3","3","3","2","5",29,13,126008,2,1,0
"227","Some Travel","Sales","IL","Divorced","No","Yes","Business","Mixed/Other","Male","Sales","2","1","3","3","2","3","4",22,29,58992,3,1,1
"228","No Travel ","Sales","IL","Married","No","No","Business","White","Female","Sales","3","0","5","2","3","4","4",33,29,65094,8,1,2
"229","Some Travel","Technology","CA","Single","Yes","Yes","STEM","Mixed/Other","Male","AI/ML","3","0","5","3","3","4","3",22,3,34753,0,2,2
"230","Some Travel","Technology","CA","Married","No","No","STEM","Asian","Female","Software Engineer","3","1","5","4","4","5","3",24,45,30390,2,2,0
"231","Some Travel","Sales","CA","Married","No","No","Business","White","Male","Management","3","0","5","4","5","5","2",44,21,426142,5,1,0
"232","Some Travel","Technology","CA","Married","No","Yes","STEM","White","Male","Management","2","3","4","4","3","4","4",26,31,148211,6,3,0
"233","Some Travel","Sales","CA","Married","No","No","Business","Asian","Male","Management","5","1","4","2","1","3","2",36,13,432191,8,3,3
"234","Frequent Traveller","Technology","CA","Single","No","Yes","STEM","Black","Male","Software Engineer","3","0","3","4","5","2","3",44,18,102708,4,3,2
"235","Some Travel","Technology","CA","Married","No","No","STEM","White","Female","Software Engineer","4","3","3","2","3","5","3",24,12,22965,4,3,2
"236","Some Travel","Technology","CA","Single","Yes","Yes","Business","Mixed/Other","Male","AI/ML","3","0","5","5","5","5","4",23,25,37121,0,3,1
"237","Some Travel","Technology","CA","Married","No","No","Business","White","Other","Software Engineer","4","1","4","3","5","2","5",42,12,167089,9,3,0
"238","Frequent Traveller","Technology","CA","Married","Yes","Yes","STEM","Black","Female","AI/ML","3","1","4","2","1","1","3",29,17,105554,5,3,0
"239","Some Travel","Technology","NY","Single","No","Yes","STEM","White","Male","Software Engineer","5","0","5","4","2","5","3",24,23,92798,4,3,1
"240","Frequent Traveller","Technology","CA","Married","No","No","STEM","Mixed/Other","Female","AI/ML","1","1","3","5","5","4","4",44,29,303779,0,1,0
"241","Some Travel","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Female","Management","2","1","5","3","2","3","2",27,30,240633,6,2,1
"242","Some Travel","Sales","IL","Divorced","No","No","Business","White","Female","Sales","5","1","4","2","4","2","4",30,27,102059,9,1,0
"243","Some Travel","Sales","NY","Married","No","Yes","Business","White","Male","Sales","2","3","3","2","5","5","4",23,44,100314,3,3,2
"244","Some Travel","Technology","NY","Married","No","No","STEM","White","Female","Software Engineer","2","1","3","3","4","2","2",43,21,94499,1,3,0
"245","Frequent Traveller","Technology","NY","Married","No","Yes","STEM","Black","Female","AI/ML","3","1","4","2","5","2","3",38,31,90187,5,3,0
"246","Some Travel","Technology","IL","Married","No","Yes","STEM","White","Male","Software Engineer","2","1","4","5","5","4","4",22,20,54899,1,1,1
"247","Frequent Traveller","Technology","CA","Married","No","No","Business","White","Male","Software Engineer","4","1","5","5","4","4","4",28,7,140538,5,3,1
"248","Some Travel","Technology","NY","Single","No","No","STEM","White","Female","Software Engineer","4","0","3","3","3","2","5",21,19,25114,1,1,0
"249","Frequent Traveller","Technology","CA","Married","No","Yes","STEM","White","Male","Software Engineer","2","1","5","5","5","2","3",21,33,37954,0,1,1
"250","Some Travel","Technology","CA","Single","No","No","Other","Mixed/Other","Female","Software Engineer","4","0","5","4","5","4","4",25,5,51454,6,2,1
"251","Frequent Traveller","Technology","IL","Married","No","Yes","STEM","White","Female","Software Engineer","3","1","4","2","4","4","4",26,5,99203,3,2,1
"252","Some Travel","Technology","CA","Married","Yes","No","STEM","Mixed/Other","Female","AI/ML","2","1","5","5","2","4","4",37,6,42188,5,3,1
"253","No Travel ","Sales","CA","Single","Yes","Yes","Business","White","Male","Sales","3","0","2","1","2","1","3",24,8,82405,4,3,3
"254","Some Travel","Technology","CA","Married","No","Yes","STEM","Asian","Male","Software Engineer","2","1","5","5","5","4","3",21,18,29558,3,3,0
"255","Some Travel","Sales","CA","Single","Yes","No","Business","White","Female","Sales","3","0","4","2","2","4","3",24,16,25102,0,1,3
"256","Some Travel","Technology","NY","Married","No","No","STEM","White","Male","Management","2","1","5","2","4","3","3",25,11,285138,3,3,1
"257","Some Travel","Technology","NY","Single","No","No","Business","White","Female","Software Engineer","3","0","4","3","4","2","3",21,4,67900,3,2,3
"258","Frequent Traveller","Technology","CA","Married","Yes","Yes","STEM","Mixed/Other","Female","AI/ML","3","1","4","5","2","3","2",28,4,65659,0,3,0
"259","Frequent Traveller","Technology","CA","Married","No","Yes","Other","White","Female","Software Engineer","4","0","2","1","1","4","5",26,16,62602,3,1,1
"260","Some Travel","Technology","CA","Married","No","No","STEM","White","Female","AI/ML","3","1","4","5","4","2","2",48,43,56053,8,2,1
"261","Frequent Traveller","Sales","IL","Married","No","No","STEM","Black","Female","Sales","2","1","5","3","3","3","2",25,21,91332,3,3,0
"262","Frequent Traveller","Technology","CA","Divorced","No","No","STEM","White","Male","Software Engineer","3","1","4","5","5","5","3",23,40,79724,2,3,0
"263","Some Travel","Technology","CA","Single","No","No","STEM","Black","Other","Software Engineer","2","0","4","5","4","5","3",24,26,34657,5,2,1
"264","Some Travel","Technology","NY","Married","No","Yes","STEM","Black","Male","Software Engineer","3","2","4","4","3","5","4",23,12,35776,3,3,0
"265","Some Travel","Sales","IL","Married","No","Yes","Business","White","Female","Sales","3","1","4","4","5","3","4",37,20,195447,3,2,1
"266","Some Travel","Technology","CA","Divorced","Yes","No","STEM","White","Female","AI/ML","3","1","4","5","2","5","4",22,29,28790,1,1,1
"267","Some Travel","Technology","IL","Single","Yes","No","STEM","White","Male","AI/ML","4","0","5","4","2","4","2",21,19,25255,0,2,3
"268","Frequent Traveller","Sales","NY","Married","No","No","Business","White","Female","Sales","3","1","3","3","4","5","3",32,22,142488,6,2,1
"269","Some Travel","Human Resources","CA","Married","No","No","HR","White","Female","HR","3","1","5","5","5","4","5",27,40,34320,6,2,0
"270","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","Software Engineer","3","1","4","3","2","4","4",48,20,56546,6,1,2
"271","Some Travel","Sales","CA","Single","No","No","Business","Mixed/Other","Female","Sales","3","0","3","2","5","2","4",25,4,48917,4,1,0
"272","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Male","Software Engineer","3","1","4","2","5","5","3",29,33,153909,10,2,0
"273","Frequent Traveller","Sales","CA","Single","Yes","No","Business","White","Female","Sales","4","1","3","4","2","4","4",19,35,24959,0,1,0
"274","Some Travel","Technology","CA","Single","No","No","STEM","White","Female","Software Engineer","3","0","4","3","2","2","4",27,1,31450,5,2,1
"275","Some Travel","Technology","CA","Divorced","No","No","Other","White","Male","Software Engineer","4","3","4","5","2","2","4",25,44,52210,1,3,0
"276","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","Software Engineer","3","1","4","4","4","5","3",25,5,28646,6,2,0
"277","Some Travel","Technology","CA","Married","No","No","STEM","White","Female","Software Engineer","3","2","5","4","3","2","2",24,26,80374,4,1,1
"278","No Travel ","Sales","CA","Divorced","No","Yes","Business","Black","Female","Sales","3","1","3","5","4","3","2",24,14,52975,3,2,1
"279","Frequent Traveller","Technology","CA","Single","Yes","No","STEM","White","Female","AI/ML","2","0","4","1","1","3","4",23,28,57133,0,2,1
"280","Some Travel","Technology","CA","Married","No","No","STEM","White","Female","Software Engineer","1","1","4","5","2","4","2",37,33,236732,2,3,1
"281","No Travel ","Technology","CA","Divorced","No","No","STEM","White","Male","AI/ML","3","3","4","4","3","2","3",33,26,43998,7,1,0
"282","Some Travel","Technology","CA","Married","No","No","Business","White","Female","Software Engineer","3","1","3","2","2","5","5",24,3,41664,4,3,1
"283","Some Travel","Technology","CA","Single","No","No","STEM","White","Female","Software Engineer","2","0","5","2","5","4","4",22,6,70766,2,3,2
"284","Some Travel","Technology","CA","Married","No","No","STEM","Asian","Male","Software Engineer","4","1","4","5","2","4","4",24,7,85074,2,1,0
"285","Some Travel","Sales","CA","Divorced","No","No","Other","Mixed/Other","Female","Sales","2","1","3","3","3","3","4",40,3,104426,4,1,2
"286","Some Travel","Technology","CA","Single","Yes","Yes","STEM","White","Female","Software Engineer","2","0","2","4","1","4","2",31,20,59697,6,2,2
"287","Frequent Traveller","Technology","CA","Single","No","No","STEM","Black","Female","Management","3","0","4","4","2","4","2",40,19,513325,0,2,0
"288","Some Travel","Sales","CA","Married","No","No","Business","White","Male","Management","3","1","4","2","3","5","3",45,20,374781,1,2,2
"289","Some Travel","Sales","IL","Married","No","No","Business","Black","Male","Sales","4","1","3","3","2","3","5",38,20,147098,8,3,1
"290","Some Travel","Sales","CA","Married","No","No","Business","Black","Male","Sales","4","1","4","4","3","3","4",25,2,75555,6,3,0
"291","Some Travel","Technology","CA","Married","No","No","STEM","Asian","Female","Management","2","1","3","5","5","4","3",27,3,137012,7,3,1
"292","Frequent Traveller","Sales","CA","Married","No","Yes","Business","Mixed/Other","Female","Management","2","2","5","2","5","4","4",34,30,311448,2,2,0
"293","Some Travel","Technology","CA","Single","No","No","STEM","White","Male","AI/ML","2","0","3","4","3","3","4",23,30,24518,2,3,1
"294","Some Travel","Sales","IL","Single","Yes","No","Business","White","Male","Sales","3","0","3","4","5","2","2",23,12,84985,0,1,0
"295","Some Travel","Technology","IL","Married","Yes","No","STEM","Black","Female","Software Engineer","2","0","5","2","4","4","4",20,45,41877,0,1,1
"296","No Travel ","Technology","CA","Married","No","Yes","STEM","White","Female","AI/ML","4","3","5","4","4","4","5",24,29,158330,3,2,3
"297","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Other","AI/ML","4","1","3","3","4","3","5",40,40,265523,3,2,1
"298","Some Travel","Technology","IL","Divorced","No","No","STEM","White","Male","AI/ML","4","2","4","2","3","5","2",48,26,35749,7,3,0
"299","Some Travel","Technology","CA","Single","No","No","STEM","White","Male","Management","1","0","3","3","5","3","2",31,19,371727,3,3,1
"300","Some Travel","Sales","CA","Single","No","No","Business","Mixed/Other","Male","Sales","4","0","3","5","2","4","5",24,27,79828,3,3,0
"301","Some Travel","Sales","NY","Divorced","No","Yes","Business","White","Male","Sales","5","2","3","2","1","4","2",35,29,182764,9,2,1
"302","Some Travel","Sales","NY","Married","No","No","Business","White","Male","Sales","2","1","3","5","5","5","5",23,9,33750,2,3,1
"303","No Travel ","Technology","CA","Married","No","Yes","STEM","White","Female","Software Engineer","5","2","5","5","2","4","2",21,24,53912,1,2,2
"304","Some Travel","Technology","CA","Single","No","No","STEM","White","Female","Software Engineer","2","2","5","2","5","2","5",19,36,23385,1,1,2
"305","Some Travel","Technology","NY","Married","No","Yes","STEM","White","Male","AI/ML","4","1","1","4","3","1","2",20,25,40341,1,3,1
"306","Some Travel","Technology","CA","Single","No","Yes","STEM","White","Female","Software Engineer","3","0","5","3","4","4","2",39,31,90017,7,1,1
"307","Frequent Traveller","Technology","CA","Single","Yes","Yes","STEM","White","Male","AI/ML","3","0","5","2","5","4","3",24,45,85422,0,2,0
"308","Frequent Traveller","Technology","CA","Married","No","No","STEM","Mixed/Other","Female","Software Engineer","3","1","4","3","2","2","5",25,17,54566,6,2,1
"309","Frequent Traveller","Technology","CA","Single","No","No","STEM","White","Male","AI/ML","2","0","4","3","1","4","2",27,45,34579,4,3,1
"310","No Travel ","Technology","CA","Single","Yes","No","STEM","White","Female","AI/ML","1","0","5","5","3","3","3",22,27,23039,0,3,2
"311","Some Travel","Sales","NY","Married","No","No","Business","Mixed/Other","Female","Sales","4","1","3","2","5","5","3",23,8,78937,3,3,0
"312","Some Travel","Sales","CA","Single","No","No","Other","White","Male","Sales","3","0","4","5","4","3","5",47,17,106840,4,3,2
"313","Frequent Traveller","Technology","CA","Married","No","No","STEM","Asian","Female","AI/ML","1","1","5","3","5","5","2",26,42,56966,5,2,3
