"","BusinessTravel","Department","State","MaritalStatus","Attrition","OverTime","EducationField_Grouped","Ethnicity_Grouped","Gender_Grouped","JobRole_Grouped","Education","StockOptionLevel","EnvironmentSatisfaction","JobSatisfaction","RelationshipSatisfaction","WorkLifeBalance","ManagerRating","Age","DistanceFromHome..KM.","Salary","YearsSinceLastPromotion","TrainingOpportunitiesWithinYear","TrainingOpportunitiesTaken"
"1018","Some Travel","Technology","NY","Married","No","No","STEM","Asian","Male","AI/ML","3","2","4","3","2","3","3",36,11,236739,4,3,1
"1019","No Travel ","Technology","CA","Single","No","No","STEM","White","Female","Software Engineer","3","0","2","3","2","4","3",28,43,50175,9,1,0
"1020","Some Travel","Technology","CA","Married","No","Yes","STEM","White","Male","Software Engineer","4","1","3","1","4","2","3",43,38,155786,7,2,0
"1021","Some Travel","Sales","CA","Single","No","No","Business","Asian","Other","Sales","4","0","3","5","5","4","3",30,37,341039,4,2,2
"1022","Frequent Traveller","Sales","CA","Married","No","No","Business","Black","Male","Sales","3","1","4","2","2","2","2",25,25,46283,6,2,1
"1023","Some Travel","Technology","CA","Single","No","No","STEM","Black","Female","AI/ML","5","0","4","4","3","3","4",22,41,75810,4,1,1
"1025","Some Travel","Technology","NY","Single","Yes","Yes","Other","Black","Male","Software Engineer","4","0","5","3","5","2","3",26,8,22918,0,1,1
"1026","Frequent Traveller","Technology","CA","Married","No","No","STEM","Black","Female","AI/ML","3","1","3","3","4","3","2",27,40,31672,3,1,0
"1027","Some Travel","Technology","CA","Single","No","No","STEM","White","Female","Software Engineer","1","0","5","4","3","3","3",27,16,54379,2,1,1
"1029","Some Travel","Sales","CA","Married","No","No","STEM","White","Male","Sales","1","1","2","1","1","1","3",42,12,70535,8,3,3
"1031","Some Travel","Sales","CA","Married","No","No","Business","White","Male","Sales","2","1","4","5","2","5","4",45,20,76693,9,3,1
"1032","Frequent Traveller","Technology","CA","Divorced","No","Yes","STEM","Mixed/Other","Male","Software Engineer","3","1","5","4","4","5","3",21,36,22462,2,3,1
"1034","Frequent Traveller","Sales","IL","Single","Yes","Yes","Other","White","Male","Sales","4","0","3","2","2","3","4",21,36,46452,1,1,3
"1035","Some Travel","Sales","NY","Single","Yes","No","Business","White","Female","Sales","3","0","2","2","1","3","2",20,16,35754,0,3,1
"1037","No Travel ","Technology","CA","Single","No","No","Business","White","Male","Software Engineer","4","0","3","3","2","3","2",22,25,31386,2,3,1
"1038","Some Travel","Sales","CA","Married","No","No","STEM","Black","Male","Sales","2","2","5","3","5","3","5",46,20,150731,9,1,1
"1039","Some Travel","Sales","NY","Married","No","No","STEM","White","Female","Sales","4","1","4","4","3","4","5",40,2,204005,7,3,0
"1040","Some Travel","Sales","CA","Married","No","Yes","Business","White","Male","Sales","2","1","3","3","2","3","2",36,38,298558,4,1,2
"1041","Some Travel","Sales","NY","Single","Yes","Yes","Business","White","Female","Sales","3","0","3","1","1","3","4",19,21,33454,0,2,1
"1042","No Travel ","Technology","IL","Divorced","No","No","STEM","Asian","Female","Management","1","1","3","5","4","2","3",27,8,152322,5,3,1
"1043","Some Travel","Sales","CA","Married","No","No","Business","White","Female","Sales","3","2","3","2","3","5","3",42,39,206277,10,1,2
"1044","Some Travel","Technology","CA","Single","No","No","STEM","White","Male","Software Engineer","3","1","3","2","4","2","4",19,26,43961,1,1,0
"1045","Some Travel","Technology","CA","Divorced","No","Yes","STEM","White","Male","Software Engineer","4","1","2","2","4","4","4",26,10,148080,7,1,2
"1046","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Male","AI/ML","4","0","3","3","3","5","3",24,45,38022,5,1,0
"1047","Frequent Traveller","Technology","CA","Married","No","No","STEM","Black","Male","Software Engineer","3","1","1","1","1","2","4",25,23,22525,4,2,0
"1049","Frequent Traveller","Sales","CA","Single","Yes","No","Business","Mixed/Other","Male","Sales","4","0","5","4","5","5","4",25,19,28090,0,3,0
"1050","Some Travel","Technology","CA","Married","No","No","STEM","Asian","Female","AI/ML","2","1","4","4","2","5","5",42,9,73577,9,3,0
"1052","Frequent Traveller","Technology","NY","Divorced","No","No","STEM","White","Female","Software Engineer","3","1","4","2","4","3","3",30,28,46388,6,3,0
"1053","Frequent Traveller","Technology","NY","Married","No","Yes","STEM","Mixed/Other","Male","AI/ML","4","1","5","2","4","5","3",24,10,67447,6,3,0
"1054","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","Software Engineer","4","1","3","2","3","4","4",27,34,50949,7,3,2
"1055","Some Travel","Sales","CA","Married","No","No","Business","Mixed/Other","Male","Sales","3","2","5","4","5","4","2",24,29,105859,5,2,0
"1056","Frequent Traveller","Sales","NY","Single","No","No","Business","Black","Male","Sales","3","0","1","4","3","4","5",24,9,45410,3,3,1
"1058","No Travel ","Sales","NY","Single","No","No","Business","White","Male","Sales","3","0","4","2","5","2","4",24,3,128634,4,2,0
"1059","Some Travel","Technology","NY","Divorced","Yes","No","STEM","White","Male","AI/ML","1","3","4","2","2","4","5",29,36,86428,5,3,0
"1060","Some Travel","Technology","NY","Divorced","No","No","STEM","Mixed/Other","Female","AI/ML","2","2","4","3","2","4","3",28,27,117918,8,1,0
"1063","Frequent Traveller","Sales","CA","Single","No","No","Business","White","Female","Sales","3","0","3","5","5","5","2",47,21,65626,5,2,0
"1065","Some Travel","Sales","CA","Single","No","No","Business","Black","Male","Sales","3","0","3","5","4","3","3",26,7,36101,6,3,1
"1066","Some Travel","Sales","CA","Married","No","No","Business","Asian","Male","Sales","2","2","4","4","4","4","4",33,41,71201,10,1,2
"1067","Some Travel","Human Resources","NY","Single","No","No","Business","White","Male","HR","2","0","3","4","2","5","3",21,41,20583,1,1,0
"1068","Some Travel","Technology","NY","Single","No","No","STEM","White","Female","Software Engineer","3","0","5","3","4","4","4",44,13,57296,7,1,0
"1069","Some Travel","Technology","NY","Single","No","No","STEM","White","Male","AI/ML","3","0","3","5","2","2","2",38,39,65416,10,2,1
"1070","Some Travel","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Female","AI/ML","3","3","3","2","2","2","4",40,26,59899,3,3,0
"1071","Some Travel","Human Resources","CA","Single","No","No","STEM","White","Female","HR","4","0","5","2","5","5","4",40,7,70703,9,1,2
"1072","Some Travel","Technology","CA","Single","No","No","STEM","White","Other","AI/ML","3","0","3","5","2","4","5",21,37,43030,1,1,1
"1073","Frequent Traveller","Technology","NY","Divorced","No","Yes","STEM","White","Male","AI/ML","5","1","5","4","5","5","2",28,40,109172,3,1,2
"1074","Some Travel","Technology","NY","Single","No","No","STEM","White","Female","Software Engineer","3","0","3","3","2","3","4",24,33,115399,5,3,2
"1075","Some Travel","Sales","IL","Single","No","No","Business","Black","Other","Sales","2","0","3","3","2","3","2",24,8,85238,4,1,0
"1076","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","Software Engineer","3","1","5","2","3","3","2",25,18,55541,5,1,0
"1077","Some Travel","Technology","CA","Divorced","No","Yes","Other","Mixed/Other","Male","Management","4","1","3","5","5","5","2",25,24,204154,3,3,2
"1078","Frequent Traveller","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Female","AI/ML","4","1","3","3","4","5","4",23,16,67558,1,2,0
"1079","Frequent Traveller","Sales","CA","Married","Yes","Yes","STEM","White","Female","Sales","2","1","3","3","3","2","4",39,17,107863,8,1,1
"1080","Some Travel","Sales","CA","Single","No","No","Business","White","Male","Sales","3","0","5","2","2","3","2",36,13,121303,3,1,2
"1082","Some Travel","Technology","NY","Married","No","No","STEM","Black","Female","Software Engineer","2","1","5","4","4","2","5",44,21,91563,9,3,0
"1083","Some Travel","Sales","NY","Married","No","Yes","STEM","White","Female","Sales","3","0","3","4","4","5","3",27,25,91202,7,1,1
"1084","Frequent Traveller","Technology","CA","Single","No","No","STEM","White","Female","AI/ML","5","0","3","4","3","1","5",32,40,60759,6,3,0
"1085","Some Travel","Technology","CA","Married","Yes","Yes","Business","White","Female","AI/ML","1","1","4","4","5","4","5",22,40,53080,1,3,1
"1086","Some Travel","Technology","CA","Married","No","Yes","STEM","White","Male","Software Engineer","1","0","4","2","3","4","2",20,23,26752,1,3,0
"1087","Some Travel","Sales","CA","Divorced","Yes","Yes","Business","White","Female","Sales","3","3","4","2","3","3","4",22,10,36980,0,1,1
"1088","No Travel ","Technology","NY","Married","No","No","STEM","Black","Female","Management","3","1","3","5","3","2","4",42,45,259284,6,3,3
"1089","Frequent Traveller","Sales","CA","Married","Yes","Yes","Business","White","Female","Sales","2","2","3","2","1","2","3",22,26,42250,3,3,0
"1090","Some Travel","Technology","CA","Single","No","No","Business","White","Female","Software Engineer","4","0","3","3","2","2","2",45,7,104720,7,3,2
"1091","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Male","Management","2","2","3","4","1","4","4",40,39,409998,6,3,0
"1092","Frequent Traveller","Technology","CA","Single","No","No","STEM","White","Female","AI/ML","3","0","5","3","3","4","4",19,45,32322,1,1,3
"1093","Some Travel","Technology","CA","Married","No","No","STEM","Asian","Other","Management","4","2","4","5","4","3","3",42,33,213191,1,1,2
"1094","Some Travel","Sales","NY","Single","Yes","Yes","Business","White","Female","Sales","4","0","4","3","2","4","5",24,27,208684,0,1,1
"1096","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Male","AI/ML","1","1","5","3","4","4","3",23,33,29490,1,2,1
"1097","Some Travel","Technology","CA","Married","Yes","No","STEM","Asian","Female","AI/ML","3","0","4","3","5","2","4",29,36,46813,1,3,1
"1099","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Female","AI/ML","2","2","2","1","3","2","2",23,15,78275,3,1,3
"1100","Some Travel","Technology","NY","Married","No","No","STEM","White","Female","Management","3","0","5","2","5","5","4",26,18,178836,5,3,0
"1101","Some Travel","Technology","CA","Single","Yes","Yes","STEM","White","Male","AI/ML","2","0","3","2","4","3","3",27,22,56449,1,3,0
"1102","Some Travel","Sales","CA","Married","No","No","Business","Mixed/Other","Female","Sales","3","1","4","4","4","4","4",24,4,133274,3,1,0
"1103","Frequent Traveller","Technology","CA","Single","No","No","STEM","Mixed/Other","Female","AI/ML","2","0","3","2","4","2","5",22,29,45850,3,2,2
"1106","Frequent Traveller","Technology","CA","Married","No","Yes","STEM","White","Female","Software Engineer","4","2","1","1","2","2","5",27,1,56302,5,3,0
"1107","Some Travel","Technology","CA","Divorced","No","No","Other","White","Male","Management","3","1","3","5","3","2","2",25,25,303446,3,1,1
"1108","Some Travel","Technology","NY","Married","No","No","STEM","Mixed/Other","Male","Software Engineer","3","1","4","3","4","5","4",25,33,24417,6,2,0
"1109","Some Travel","Technology","NY","Divorced","No","No","STEM","White","Male","AI/ML","1","3","3","5","4","3","4",22,8,54371,4,3,1
"1110","Some Travel","Sales","CA","Single","No","Yes","Business","Mixed/Other","Female","Sales","4","0","5","4","2","3","3",30,24,38382,8,3,1
"1113","Some Travel","Human Resources","IL","Married","No","No","HR","Mixed/Other","Male","HR","3","0","1","2","2","2","4",24,36,29428,5,2,1
"1114","Some Travel","Technology","CA","Married","No","No","Other","Asian","Female","AI/ML","2","1","5","4","2","3","5",38,25,60549,6,2,0
"1116","Some Travel","Sales","CA","Single","Yes","Yes","Business","White","Female","Sales","4","0","1","2","3","2","4",26,10,93246,0,1,2
"1117","Some Travel","Technology","CA","Single","Yes","No","STEM","Mixed/Other","Female","Software Engineer","1","0","5","4","2","2","2",22,2,24422,0,3,0
"1118","Some Travel","Technology","NY","Married","No","No","STEM","White","Other","Software Engineer","4","1","4","4","3","2","2",43,31,130665,9,3,0
"1120","Some Travel","Technology","CA","Single","No","No","STEM","White","Female","Management","4","0","4","2","4","4","2",33,3,307688,2,3,2
"1121","Some Travel","Technology","NY","Single","No","No","STEM","Asian","Female","Software Engineer","4","0","5","3","3","5","3",30,32,155259,5,1,0
"1122","Frequent Traveller","Technology","CA","Single","Yes","No","STEM","White","Male","AI/ML","5","0","4","4","3","5","5",28,22,205433,2,3,1
"1124","Some Travel","Technology","CA","Single","No","Yes","STEM","Mixed/Other","Female","Software Engineer","2","0","4","5","5","5","4",32,2,152314,6,2,0
"1125","No Travel ","Technology","CA","Married","No","Yes","STEM","Mixed/Other","Female","Management","1","0","1","3","4","2","5",46,21,281175,2,3,1
"1128","Some Travel","Sales","CA","Married","No","No","Business","Black","Male","Sales","3","0","3","4","4","3","3",47,23,44646,5,2,0
"1129","Frequent Traveller","Sales","NY","Single","Yes","No","Business","White","Male","Sales","4","0","2","4","1","4","3",22,4,75816,0,3,2
"1130","Some Travel","Sales","NY","Married","No","No","Business","Mixed/Other","Male","Sales","1","2","5","4","3","2","5",28,10,83864,7,1,2
"1131","No Travel ","Sales","NY","Married","No","No","Business","White","Male","Sales","4","2","5","3","5","2","4",43,34,108315,10,2,3
"1132","Some Travel","Technology","CA","Single","Yes","No","STEM","White","Female","AI/ML","4","0","4","2","2","3","3",22,13,64364,0,1,1
"1136","Some Travel","Technology","NY","Single","No","Yes","Other","Mixed/Other","Female","Software Engineer","4","0","4","3","5","5","2",25,24,41243,4,1,1
"1138","Some Travel","Technology","CA","Single","No","No","STEM","Mixed/Other","Other","Software Engineer","3","0","5","4","3","3","3",25,8,126055,4,3,0
"1139","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Female","AI/ML","3","1","4","5","2","4","3",28,38,151229,0,2,1
"1142","Some Travel","Sales","NY","Single","Yes","No","Business","White","Other","Sales","1","0","5","4","4","2","4",22,5,64689,1,2,1
"1143","Some Travel","Sales","IL","Single","No","No","Business","White","Female","Sales","4","0","5","2","5","2","3",21,18,49374,2,2,1
"1144","Some Travel","Sales","CA","Divorced","No","No","Business","Asian","Female","Sales","4","2","5","5","3","5","5",38,9,114713,0,1,0
"1145","No Travel ","Technology","IL","Divorced","No","Yes","STEM","White","Male","Software Engineer","2","1","5","3","5","2","2",36,36,61298,9,3,0
"1146","Some Travel","Sales","CA","Married","No","No","Business","Mixed/Other","Male","Sales","4","2","4","3","2","2","5",24,31,105502,5,1,3
"1147","Some Travel","Technology","NY","Single","Yes","No","Business","White","Male","Software Engineer","3","0","3","2","5","5","4",20,23,33632,0,3,1
"1148","Some Travel","Technology","IL","Married","No","No","STEM","White","Male","Software Engineer","3","1","5","2","3","5","3",28,38,194982,7,3,2
"1150","Some Travel","Sales","CA","Divorced","No","No","Business","White","Male","Sales","4","2","3","2","2","1","3",28,32,128222,7,3,0
"1151","Some Travel","Technology","NY","Married","No","Yes","STEM","Black","Male","Software Engineer","1","1","4","4","4","3","4",26,14,33180,7,3,2
"1152","No Travel ","Technology","CA","Married","No","No","STEM","Mixed/Other","Male","Software Engineer","5","1","5","2","2","3","3",22,13,68629,1,1,2
"1153","Some Travel","Sales","NY","Single","Yes","Yes","Business","White","Female","Sales","2","0","4","4","2","2","5",29,19,122811,1,2,1
"1154","Some Travel","Technology","NY","Single","No","No","STEM","Black","Male","Software Engineer","5","0","5","3","5","2","4",28,39,81906,4,2,1
"1155","Some Travel","Sales","CA","Married","No","Yes","STEM","Mixed/Other","Male","Sales","2","0","4","3","3","4","4",27,42,68638,7,3,1
"1156","Some Travel","Sales","NY","Married","No","No","Business","White","Female","Sales","1","1","2","4","2","4","2",21,11,42066,3,1,1
"1157","No Travel ","Sales","CA","Single","Yes","Yes","Business","White","Male","Sales","3","0","4","3","3","5","4",41,34,326896,1,3,3
"1158","No Travel ","Sales","NY","Married","No","No","Business","Asian","Female","Sales","4","1","3","4","5","2","5",36,33,116057,10,3,2
"1160","Some Travel","Technology","CA","Married","No","No","STEM","Mixed/Other","Male","AI/ML","4","0","5","3","4","3","3",27,27,92522,5,1,2
"1161","No Travel ","Sales","CA","Married","No","No","Business","White","Female","Sales","3","1","3","3","4","2","2",21,21,69402,3,3,1
"1162","Frequent Traveller","Technology","CA","Single","Yes","No","STEM","White","Male","AI/ML","2","0","3","5","2","5","4",18,26,31532,0,3,1
"1163","Some Travel","Sales","CA","Divorced","No","No","Business","White","Male","Sales","3","3","5","2","2","2","4",31,11,155386,2,1,0
"1164","No Travel ","Technology","CA","Divorced","Yes","No","STEM","White","Female","Software Engineer","2","1","3","2","4","3","4",20,45,28262,0,1,0
"1165","Some Travel","Sales","NY","Married","No","No","Business","Mixed/Other","Male","Sales","3","1","3","5","3","2","3",22,32,52318,4,1,0
"1166","Some Travel","Technology","NY","Divorced","No","No","STEM","Asian","Male","Management","4","2","4","2","3","5","2",41,7,273211,4,2,3
"1168","Some Travel","Technology","IL","Married","No","No","STEM","White","Female","AI/ML","4","1","5","2","3","4","4",38,39,83590,3,1,1
"1169","Some Travel","Sales","CA","Single","No","No","Business","White","Male","Sales","4","0","4","2","5","4","4",42,26,91179,9,2,1
"1170","Some Travel","Technology","CA","Married","No","No","STEM","Asian","Male","AI/ML","1","2","3","5","4","5","5",24,16,55814,4,2,2
"1171","Some Travel","Sales","CA","Married","No","No","Business","White","Female","Sales","2","1","5","5","3","5","3",27,34,129366,5,1,1
"1172","Some Travel","Sales","CA","Single","No","Yes","Business","Black","Male","Sales","3","0","4","4","4","2","3",31,10,110076,8,3,1
"1173","Some Travel","Sales","IL","Single","Yes","No","Business","White","Male","Sales","2","0","3","5","3","3","4",29,18,225330,0,1,3
"1174","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","AI/ML","4","2","3","4","3","4","5",20,37,35654,2,2,3
"1176","Some Travel","Human Resources","NY","Married","No","No","HR","Mixed/Other","Female","HR","3","1","4","2","2","3","3",30,19,97153,6,3,1
"1178","Some Travel","Technology","CA","Single","No","No","STEM","White","Other","AI/ML","4","0","5","3","4","3","3",45,5,241664,1,1,0
"1179","Some Travel","Technology","NY","Single","No","No","STEM","Mixed/Other","Male","AI/ML","1","0","2","2","2","4","2",42,5,47461,7,3,0
"1180","Some Travel","Technology","NY","Married","No","Yes","STEM","White","Male","Software Engineer","1","1","4","3","4","4","4",26,20,207687,5,1,1
"1181","Some Travel","Sales","IL","Married","No","No","Business","White","Female","Sales","3","1","3","3","4","5","5",23,5,69678,0,1,0
"1182","Some Travel","Technology","CA","Single","No","No","Business","White","Male","Software Engineer","3","0","4","4","3","1","5",24,30,26363,6,1,0
"1183","Some Travel","Technology","CA","Single","Yes","No","Business","Mixed/Other","Female","AI/ML","3","0","4","5","3","2","4",21,8,36534,0,1,0
"1184","Some Travel","Technology","CA","Married","Yes","Yes","STEM","White","Male","AI/ML","3","2","2","3","4","1","3",25,20,27673,3,2,2
"1186","Some Travel","Sales","CA","Divorced","Yes","Yes","Business","White","Male","Sales","3","1","3","4","3","3","5",20,8,27060,0,3,2
"1187","Some Travel","Technology","CA","Married","Yes","No","STEM","Mixed/Other","Female","Software Engineer","4","1","3","3","3","4","4",41,18,268964,1,1,1
"1189","Some Travel","Sales","CA","Single","No","No","Business","Black","Other","Sales","4","0","4","4","3","2","3",35,26,98435,9,1,1
"1190","Some Travel","Human Resources","NY","Married","No","No","HR","White","Female","HR","3","1","2","2","2","1","4",28,31,96807,2,2,1
"1192","Frequent Traveller","Technology","NY","Married","Yes","No","STEM","White","Male","Software Engineer","3","0","1","1","3","3","3",42,28,264513,0,2,0
"1193","Frequent Traveller","Sales","NY","Married","No","No","Business","Black","Male","Sales","3","1","3","4","2","2","3",24,44,41741,1,1,0
"1194","Some Travel","Sales","IL","Single","No","Yes","Business","White","Female","Sales","4","0","5","5","4","4","4",28,18,134427,9,3,1
"1195","Some Travel","Sales","CA","Married","No","No","Business","Mixed/Other","Female","Sales","1","0","4","3","4","4","4",28,32,52528,4,1,1
"1196","Frequent Traveller","Technology","NY","Married","No","No","STEM","Asian","Female","Software Engineer","1","1","4","5","4","5","4",45,19,136521,6,1,2
"1197","Some Travel","Sales","CA","Single","No","No","Business","Black","Female","Management","4","0","4","4","4","4","5",35,36,396470,3,3,2
"1198","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Female","Software Engineer","1","3","3","4","5","4","2",25,21,64398,3,3,3
"1199","Frequent Traveller","Sales","CA","Married","No","No","STEM","Mixed/Other","Female","Sales","3","1","4","3","4","4","4",47,19,46684,9,1,2
"1200","Some Travel","Technology","NY","Single","No","No","STEM","White","Female","Software Engineer","3","0","3","4","5","4","3",21,17,44940,3,3,0
"1201","Some Travel","Technology","NY","Married","No","No","STEM","White","Female","Software Engineer","2","2","3","4","2","2","5",47,17,46514,9,2,0
"1202","Frequent Traveller","Technology","CA","Single","No","No","Business","White","Female","Software Engineer","4","0","4","4","2","2","5",24,26,133949,6,2,1
"1203","Some Travel","Sales","CA","Single","No","No","Other","White","Female","Sales","3","0","4","5","4","3","2",23,19,27185,4,1,0
"1204","Some Travel","Technology","IL","Married","Yes","Yes","STEM","Black","Male","AI/ML","3","0","5","4","2","5","4",25,22,21350,3,2,3
"1205","Some Travel","Sales","NY","Married","No","No","Business","White","Male","Sales","1","0","4","4","5","2","5",26,3,56892,3,3,1
"1206","Some Travel","Technology","NY","Divorced","Yes","Yes","Other","Black","Male","AI/ML","4","1","3","2","2","3","3",44,4,85523,4,3,1
"1208","Some Travel","Technology","CA","Single","No","No","Other","White","Female","AI/ML","2","0","5","4","4","2","2",21,2,31254,1,3,0
"1210","Some Travel","Technology","IL","Married","Yes","Yes","STEM","White","Other","Software Engineer","3","1","4","5","3","4","3",21,37,41476,0,2,1
"1211","Some Travel","Sales","NY","Divorced","No","No","Business","White","Male","Sales","4","2","3","4","2","3","3",23,23,53590,2,1,1
"1212","Some Travel","Technology","NY","Single","No","No","Other","White","Male","AI/ML","3","0","5","5","5","5","2",24,7,121470,2,2,2
"1213","Some Travel","Human Resources","CA","Married","No","No","Business","Mixed/Other","Female","HR","3","2","4","4","5","4","5",25,31,48797,4,2,1
"1216","Some Travel","Technology","CA","Married","No","Yes","Business","White","Male","Software Engineer","4","1","5","2","2","5","3",22,42,51272,0,1,1
"1217","Frequent Traveller","Technology","CA","Married","No","No","STEM","Mixed/Other","Female","AI/ML","4","1","5","5","2","4","4",37,14,99936,10,2,0
"1218","Some Travel","Sales","IL","Married","No","No","Business","Black","Male","Sales","4","2","3","2","3","2","3",21,21,33641,3,2,0
"1219","Some Travel","Sales","CA","Single","Yes","Yes","Business","White","Male","Sales","4","0","3","5","3","5","3",40,37,226512,1,2,1
"1221","Some Travel","Technology","CA","Single","Yes","Yes","STEM","White","Male","Software Engineer","4","0","4","3","4","5","3",20,34,22925,0,3,0
"1222","Some Travel","Technology","NY","Married","No","No","STEM","White","Other","Software Engineer","2","1","5","2","4","3","2",27,5,26542,7,2,0
"1224","Frequent Traveller","Human Resources","NY","Single","Yes","Yes","Business","White","Female","HR","4","1","2","4","4","3","3",19,31,36832,0,2,0
"1225","Some Travel","Sales","CA","Single","Yes","Yes","Business","Asian","Male","Sales","2","0","4","1","3","1","4",24,16,29128,0,1,1
"1226","Some Travel","Technology","CA","Married","No","No","STEM","Asian","Female","Management","3","1","5","2","3","3","4",47,8,287710,8,3,0
"1227","Frequent Traveller","Technology","NY","Divorced","No","No","STEM","Black","Male","AI/ML","2","3","3","4","5","3","2",29,17,129703,6,2,0
"1228","Some Travel","Technology","CA","Married","No","No","STEM","White","Male","Software Engineer","3","1","5","2","3","5","3",22,24,44076,1,2,2
"1229","Some Travel","Sales","NY","Single","No","No","Business","White","Female","Sales","2","0","5","4","5","2","2",23,34,88382,3,2,3
"1230","Some Travel","Sales","CA","Single","No","No","Business","White","Female","Sales","3","0","4","3","2","4","3",22,16,70202,0,1,0
"1231","Some Travel","Technology","CA","Married","Yes","No","Business","White","Female","Software Engineer","5","0","4","2","3","1","2",21,6,25149,1,1,0
"1232","Some Travel","Sales","IL","Divorced","No","No","Business","Black","Male","Management","4","1","3","4","5","4","5",26,17,290774,5,1,2
"1233","Some Travel","Technology","IL","Divorced","No","No","STEM","White","Female","Software Engineer","3","2","3","3","4","3","4",26,16,25110,5,3,0
"1234","Some Travel","Sales","CA","Married","No","No","Business","White","Male","Sales","4","1","2","1","2","2","5",25,30,106738,5,1,1
"1235","Frequent Traveller","Human Resources","CA","Married","Yes","No","HR","Mixed/Other","Female","HR","3","0","4","5","2","3","4",25,3,23547,2,2,1
"1236","Frequent Traveller","Technology","CA","Single","No","Yes","STEM","Asian","Female","AI/ML","4","0","3","3","4","3","3",36,6,51050,7,1,1
"1237","Some Travel","Technology","CA","Married","No","No","STEM","Black","Male","AI/ML","2","0","4","5","5","2","4",38,18,89362,9,2,1
"1238","Some Travel","Technology","CA","Single","No","No","STEM","White","Other","AI/ML","1","0","3","3","2","3","3",23,7,27360,3,1,1
"1239","Some Travel","Technology","CA","Married","No","No","Business","Mixed/Other","Female","AI/ML","3","1","5","3","4","2","4",36,14,251681,3,3,0
"1240","Frequent Traveller","Technology","NY","Single","Yes","Yes","STEM","Mixed/Other","Male","AI/ML","3","0","5","5","3","3","2",28,5,76133,1,2,0
"1241","Frequent Traveller","Technology","IL","Divorced","No","No","STEM","White","Male","AI/ML","2","1","5","3","4","4","4",24,15,63078,5,1,0
"1242","Some Travel","Technology","CA","Divorced","No","No","Other","White","Male","AI/ML","2","2","3","4","4","5","4",23,5,77420,4,1,1
"1243","Some Travel","Technology","IL","Married","No","No","Business","Black","Male","Software Engineer","4","1","4","3","2","4","2",32,22,72688,3,2,1
"1244","Some Travel","Technology","CA","Single","Yes","Yes","STEM","White","Male","Software Engineer","1","0","4","4","5","2","3",21,16,22515,0,3,2
"1245","Frequent Traveller","Technology","CA","Single","Yes","No","STEM","White","Other","Software Engineer","4","0","3","3","5","5","2",21,29,61345,0,3,1
"1247","Some Travel","Human Resources","CA","Married","No","No","Business","White","Other","HR","3","2","3","4","4","4","4",23,45,99052,4,2,0
"1248","Some Travel","Technology","CA","Single","No","No","STEM","Mixed/Other","Female","Software Engineer","3","0","3","2","4","3","4",40,26,120858,9,1,2
"1249","Some Travel","Technology","CA","Single","No","Yes","STEM","Black","Male","AI/ML","4","0","5","4","4","5","4",43,17,130848,8,2,3
"1250","No Travel ","Technology","CA","Single","No","No","STEM","White","Female","AI/ML","1","0","4","4","4","4","2",27,12,105398,7,2,0
"1251","Frequent Traveller","Sales","CA","Single","Yes","No","STEM","White","Male","Sales","3","0","4","3","3","5","4",27,16,50559,5,3,3
"1252","Some Travel","Technology","CA","Single","No","No","STEM","Asian","Female","AI/ML","3","0","3","3","5","5","3",36,17,72118,7,3,0
"1254","Some Travel","Technology","CA","Divorced","No","No","STEM","White","Female","Software Engineer","3","1","4","4","4","4","4",43,10,43211,6,1,0
"1255","Some Travel","Technology","NY","Married","No","No","STEM","White","Female","AI/ML","3","1","5","4","5","3","4",23,12,27347,0,1,0
"1256","Some Travel","Sales","NY","Single","No","No","Business","Black","Female","Sales","3","0","4","3","3","5","2",48,4,55880,6,1,2
"1257","No Travel ","Sales","NY","Single","No","Yes","Business","Mixed/Other","Female","Sales","2","0","4","5","5","4","2",33,41,193190,3,1,1
"1258","Frequent Traveller","Technology","IL","Divorced","No","No","STEM","Asian","Other","AI/ML","3","1","5","3","3","3","3",21,29,64887,3,3,2
"1259","Some Travel","Technology","NY","Divorced","No","No","STEM","Asian","Female","Software Engineer","3","3","2","1","3","4","3",22,45,80975,4,3,2
"1260","Some Travel","Technology","CA","Married","No","Yes","STEM","Black","Male","Software Engineer","4","1","4","2","5","4","3",32,30,48377,5,1,1
"1262","No Travel ","Technology","CA","Married","No","Yes","STEM","White","Female","AI/ML","2","1","5","3","5","4","4",24,25,40342,3,1,3
"1263","Some Travel","Technology","NY","Married","No","No","STEM","White","Other","AI/ML","4","1","5","2","2","5","4",28,42,85987,1,2,2
"1264","Some Travel","Technology","CA","Divorced","No","No","STEM","Mixed/Other","Female","Software Engineer","3","1","3","2","2","1","2",23,29,25500,5,1,0
"1265","Some Travel","Technology","IL","Divorced","No","Yes","Business","White","Female","AI/ML","3","1","4","2","5","5","5",23,4,106418,3,3,0
